store_id,chain,store_name,sale_start,sale_end,product_name,specification,price_ex_tax_yen,price_in_tax_yen,tax_rate,promotion,category,availability_rule,scope_level,source_type,validation_status,source_url,source_image,source_fingerprint,verification_note
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,マルちゃん 焼そば／期間限定ほたてバター醤油味,各3人前,179,193,0.08,,麺類,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,UCC ザ・ブレンド 114／117,各70g,478,516,0.08,,飲料,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,P&G ボールド ジェル 詰替超特大,690g,328,360,0.1,,日用品,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,マルちゃん 赤いきつねうどん／緑のたぬき天そば／焼そば,各1個,109,117,0.08,,加工食品,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,キユーピー マヨネーズ／ハーフ,450g／400g,278,300,0.08,,調味料,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,マルちゃん あったかごはん,200g×5個,698,753,0.08,,米飯,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,キッコーマン 調製豆乳／無調整豆乳／特濃調製豆乳,各1000ml,198,213,0.08,,飲料,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,地中海産 本まぐろ赤身（養殖・解凍）サク,100g当り,798,861,0.08,,鮮魚,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,なす,1袋,198,213,0.08,,青果,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,ぶなしめじ,1パック,99,106,0.08,,青果,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
